dbname,dbversion,dbpubname,sample_id,YEAR,URL,DOI,figure_number_of_targetZT,label_of_targetZT_in_figure,figure_label_description,"mat_dimension(bulk, film, 1D, 2D)",GROUP,BASEMAT,Composition_by_element,Composition_detailed,SINTERING
tematdb,v1.1.6,teMatDb272,399,2018.0,https://doi.org/10.1002/adfm.201801617,10.1002/adfm.201801617,Figure 5(d),"Pb0.988Sb0.012Te-13% GeTe, SS SPSed pellets","Pb0.988Sb0.012Te-13% GeTe, SS SPSed pellets",,PbTe,PbTe,PbSbGeTe,Pb0.988Sb0.012Te + 13% GeTe,
tematdb,v1.1.6,teMatDb272,400,2018.0,https://doi.org/10.1002/aenm.201803072,10.1002/aenm.201803072,Figure 6(a),Sn0.99Na0.01Se-STSe,Sn0.99Na0.01Se-1 mol% Ag8SnSe6,,Selenide,SnSe,SnNaAgSnSe,Sn0.99Na0.01Se + 1 mol% Ag8SnSe6,
tematdb,v1.1.6,teMatDb272,401,2020.0,https://doi.org/10.1002/adfm.202007340,10.1002/adfm.202007340,Figure 3(f),"PST81-xSb, x=0.6",(PbTe)81Sb2Te3 + 0.6Sb + 2Cu2Te,,PbTe,PbTe,PbSbCuTe,(PbTe)81Sb2Te3 + 0.6Sb + 2Cu2Te,
tematdb,v1.1.6,teMatDb272,402,2019.0,https://doi.org/10.1002/aenm.201902986,10.1002/aenm.201902986,Figure 5(c) ,1 vol%,Bi0.4Sb1.6Te3 + 1 vol% Ti3C2Tx,,Bi2Te3,Bi2Te3,"BiSbTeTiC + T(O,OH,F group)",Bi0.4Sb1.6Te3 + 1 vol% Ti3C2Tx,
tematdb,v1.1.6,teMatDb272,403,2020.0,https://doi.org/10.1002/adfm.202005479,10.1002/adfm.202005479,Figure 1(a),x=0.02,Ga0.02Pb0.98Te,,PbTe,PbTe,GaPbTe,Ga0.02Pb0.98Te,
tematdb,v1.1.6,teMatDb272,404,2020.0,https://doi.org/10.1002/adma.202003730,10.1002/adma.202003730,Figure 1(a),"x=0.005, y=0.001",Cu2Se1.005 + 0.1 mol% BiCuSeO,,Cu2Q,Cu2Se,CuSeBiCuO,Cu2Se1.005 + 0.1 mol% BiCuSeO,
tematdb,v1.1.6,teMatDb272,405,2018.0,https://doi.org/10.1002/aenm.201803249,10.1002/aenm.201803249,Figure 7(f),Cr,Cr2Cu26Ge6S32,,Cu2Q,CuS,CuCrGeS,Cr2Cu26Ge6S32,
tematdb,v1.1.6,teMatDb272,406,2018.0,https://doi.org/10.1002/adfm.201803617,10.1002/adfm.201803617,Figure 7(a),HD5,Bi1.95Sb0.05Te2.3Se0.7,,Bi2Te3,Bi2Te3,BiSbTeSe,Bi1.95Sb0.05Te2.3Se0.7,
tematdb,v1.1.6,teMatDb272,407,2017.0,https://doi.org/10.1002/adma.201703148,10.1002/adma.201703148,Figure 1(c) ,PbTe-4%InSb,PbTe-4%InSb,,PbTe,PbTe,PbTeInSb,PbTe + 4% InSb,
tematdb,v1.1.6,teMatDb272,408,2017.0,https://doi.org/10.1002/aenm.201602582,10.1002/aenm.201602582,Figure 10(a),x=20,Yb0.3Co4Sb12 + 20% Sb,,SKD,CoSb3,YbCoSb,Yb0.3Co4Sb12 + 20% Sb,
tematdb,v1.1.6,teMatDb272,410,2019.0,https://doi.org/10.1002/adfm.201806613,10.1002/adfm.201806613,Figure 2(f),GeTe-5% Bi2Te3,Ge1-xBixTe1+0.5x,,GeTe,GeTe,GeBiTe,Ge0.95Bi0.05Te 1.025,
tematdb,v1.1.6,teMatDb272,411,2018.0,https://doi.org/10.1002/adfm.201807235,10.1002/adfm.201807235,Figure 4(b),x=1.5,Mg3.2Sb0.015Bi1.975Te0.01,,Mg3Sb2,Mg3Sb2,MgSbBiTeMn,Mg3.2Sb0.015Bi1.975Te0.01,
tematdb,v1.1.6,teMatDb272,412,2019.0,https://doi.org/10.1002/adfm.201903157,10.1002/adfm.201903157,Figure 10(d),Sb-1,"((Fe0.95Co0.05)0.27Si0.73)0.94Ge0.06 (with 0.5 wt% Cu, and 3 at% P + 1 at% Sb of DC phase)",,Silicide,Fe2Si,FeCoSiGeSb,((Fe0.95Co0.05)0.27Si0.73)0.94Ge0.06 + 1 at% Sb,
tematdb,v1.1.6,teMatDb272,413,2018.0,https://doi.org/10.1002/adma.201705942,10.1002/adma.201705942,Figure 2(f),"x=0.1, y=0.01",Ge0.89Sb0.1In0.01Te,,GeTe,GeTe,GeSbInTe,Ge0.89Sb0.1In0.01Te,
tematdb,v1.1.6,teMatDb272,416,2017.0,https://doi.org/10.1002/aenm.201700446,10.1002/aenm.201700446,Figure 6(b),HZNSS-5min,Hf0.25Zr0.75NiSn0.97Sb0.03,,HH,ZrNiSn,HfZrNiSnSb,Hf0.25Zr0.75NiSn0.97Sb0.03,
tematdb,v1.1.6,teMatDb272,418,2018.0,https://doi.org/10.1002/aenm.201802116,10.1002/aenm.201802116,Figure S6,y=0.03,Sn0.555Ge0.15Pb0.075Mn0.275Te,,Telluride,SnTe,SnGePbMnTe,Sn0.555Ge0.15Pb0.075Mn0.275Te,
tematdb,v1.1.6,teMatDb272,419,2019.0,https://doi.org/10.1002/aenm.201803242,10.1002/aenm.201803242,Figure 9(e) ,Sn0.948Cd0.023Se,Sn0.948Cd0.023Se,,Selenide,SnSe,SnCdSe,Sn0.948Cd0.023Se,
tematdb,v1.1.6,teMatDb272,420,2019.0,https://doi.org/10.1002/aenm.201901334,10.1002/aenm.201901334,Figure 8(a),x=12,SnSe + 12% PbSe,,Selenide,SnSe,SnPbSe,SnSe + 12% PbSe,
tematdb,v1.1.6,teMatDb272,421,2020.0,https://doi.org/10.1002/aenm.202000757,10.1002/aenm.202000757,Figure 1(a),BST/B-0.6,BST composite materials after incorporating boron,,Bi2Te3,Bi2Te3,BiSbTeB,Bi0.5Sb1.5Te3 + 0.6 wt% B,
tematdb,v1.1.6,teMatDb272,422,2019.0,https://doi.org/10.1038/s41467-018-08223-5,10.1038/s41467-018-08223-5,Figure 5(b),Ta0.74V0.1Ti0.16FeSb,Ta0.74V0.1Ti0.16FeSb,,HH,TaFeSb,TaVTiFeSb,Ta0.74V0.1Ti0.16FeSb,
tematdb,v1.1.6,teMatDb272,423,2020.0,https://doi.org/10.1039/c9ee03897c,10.1039/c9ee03897c,Figure 6(c) ,"x = 2, out of plane",SnSe0.95+x%PbBr2,,Selenide,SnSe,SnSePbBr,SnSe0.95 + 2% PbBr2,
tematdb,v1.1.6,teMatDb272,424,2017.0,https://doi.org/10.1038/nature23667,10.1038/nature23667,Figure 3(d),MNC02R,xCo/Ba0.3In0.3Co4Sb12,,SKD,CoSb3,BaInCoSb,Ba0.3In0.3Co4Sb12+0.1%Co,
