DOI,sample_id,YEAR,DOIlink,dbnanme,dbversion,pykeri_compatible,TF_matzt_complete,TF_mat_complete,fraction_Ts_TEPZToverTEPZTex,is_Temperature_range_valid,autoTc,autoTh,ztTc,ztTh,Tc_ofTEP,Th_ofTEP,Tc_ofZT,Th_ofZT,Tc_ofTEPZT,Th_ofTEPZT,deltaT_ofTEP,deltaT_ofZT,deltaT_ofTEPZT,avg_ZT_ofRawFig,avg_ZT_ofTEPEval,peak_ZT_ofRawFig,peak_ZT_ofTEPEval,d_Tmid,d_avgZT,d_peakZT,errdZT_Linf,errdZT_L2,errdZT_L1,is_avg_ZT_ofRawFig_positiveFinite,is_avg_ZT_ofTEPEval_positiveFinite,ispeak_ZT_ofRawFig_positiveFinite,is_peak_ZT_ofTEPEval_positiveFinite,errdZT_Linf_over_avg_ZT_ofRawFig,errdZT_Linf_over_avg_ZT_ofTEPEval,errdZT_Linf_over_peak_ZT_ofRawFig,errdZT_Linf_over_peak_ZT_ofTEPEval,cri_product_def,cri_product_1o2,cri_product_1o5
10.1038/NCHEM.955,1,2011.0,https://DOI.org/10.1038/NCHEM.955,tematdb,v1.1.6,True,True,True,0.9290780141843972,True,299.575404133415,823.294406883835,298.917016488164,862.789367554654,300.0,822.0,300.0,862.0,300.0,822.0,522.0,562.0,522.0,1.025719597709811,0.96302918137253,1.7013629470182423,1.6686115918277915,20.0,0.062690416337281,0.0327513551904508,0.0361592501043968,0.0143466095063764,0.0120330872129364,True,True,True,True,0.0352525682312513,0.0375474085352863,0.0212531077908851,0.0216702618401374,True,False,False
10.1038/nature11439,2,2012.0,https://DOI.org/10.1038/nature11439,tematdb,v1.1.6,True,True,True,0.993485342019544,True,302.117,915.035,301.290348568666,913.115298888232,304.0,914.0,302.0,912.0,304.0,912.0,610.0,610.0,608.0,1.2044201259666985,1.24235185507045,2.211960014850056,2.359835128351121,-2.0,-0.0379317291037515,-0.1478751135010654,0.1697865623711338,0.0528596246230298,0.0322715890200751,True,True,True,True,0.1409695493379927,0.1366654395678475,0.076758422951259,0.071948485015463,False,False,False
10.1038/nature06458,3,2008.0,https://DOI.org/10.1038/nature06458,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1038/ncomms9144,4,2015.0,https://DOI.org/10.1038/ncomms9144,tematdb,v1.1.6,True,True,True,1.0,True,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,300.0,1200.0,900.0,900.0,900.0,0.8802136053215077,0.8652778469961161,1.46208,1.453887232311876,0.0,0.0149357583253916,0.0081927676881239,0.0249516214601979,0.0167020316976937,0.0152560832519274,True,True,True,True,0.0283472344773449,0.0288365425589243,0.0170658387093715,0.0171620060384748,True,True,False
10.1002/aenm.201200970,5,2013.0,https://DOI.org/10.1002/aenm.201200970,tematdb,v1.1.6,True,True,True,0.8652849740932642,True,329.4201,713.343,379.384,714.449,330.0,712.0,380.0,714.0,380.0,712.0,382.0,334.0,332.0,1.4623511997108474,1.315562191829845,2.295537857142857,2.305352080788792,26.0,0.1467890078810023,-0.009814223645935,0.0409566144815038,0.0155880064177892,0.0122594834118949,True,True,True,True,0.0280073722985301,0.0311324046372421,0.0178418379614442,0.0177658826271301,False,False,False
10.1002/adma.201501030,6,2015.0,https://DOI.org/10.1002/adma.201501030,tematdb,v1.1.6,True,True,True,0.9943019943019944,True,298.997,997.478,299.005,1000.5,300.0,996.0,300.0,1000.0,300.0,996.0,696.0,700.0,696.0,0.7291775904637187,0.7238195402284107,2.0892548211787427,2.115063909389805,2.0,0.0053580502353079,-0.0258090882110622,0.048410518781123,0.0144749981378249,0.0114877785296638,True,True,True,True,0.0663905740031539,0.066882028034013,0.0231711892155932,0.0228884425506978,True,True,False
10.1126/science.1159725,7,2008.0,https://DOI.org/10.1126/science.1159725,tematdb,v1.1.6,True,True,True,0.978902953586498,True,296.448,764.354,300.041,770.221,298.0,764.0,302.0,770.0,302.0,764.0,466.0,468.0,462.0,0.8201494683824467,0.7947549142744476,1.511151498313253,1.4614899013641736,5.0,0.0253945541079991,0.0496615969490794,0.0595703028255854,0.026002300925005,0.0200211646511185,True,True,True,True,0.0726334712416188,0.0749543057308034,0.0394204703446859,0.0407599825150907,True,False,False
10.1126/science.1092963,8,2004.0,https://DOI.org/10.1126/science.1092963,tematdb,v1.1.6,True,True,True,0.904,True,321.749,772.005,300.0,798.958,322.0,772.0,300.0,798.0,322.0,772.0,450.0,498.0,450.0,1.2958783051144993,1.3179828267173004,2.1121049173333333,2.003631179223328,2.0,-0.022104521602801,0.1084737381100051,0.1305298447077099,0.0393157311000203,0.0310677146830264,True,True,True,True,0.1007269310648554,0.0990375914326748,0.0618008336785239,0.0651466427859779,False,False,False
10.1038/am.2013.86,9,2014.0,https://DOI.org/10.1038/am.2013.86,tematdb,v1.1.6,True,True,True,0.945054945054945,True,297.749,479.442,297.581,468.84,298.0,478.0,298.0,468.0,298.0,468.0,180.0,170.0,170.0,1.1814203329204591,1.1626689482524108,1.2546314588235294,1.2683722510618884,-5.0,0.0187513846680484,-0.013740792238359,0.0304480805872524,0.0136601349971367,0.0112440205717699,True,True,True,True,0.0257724365653882,0.0261880913161209,0.0242685454546179,0.0240056344356013,True,True,False
10.1039/c5ee02979a,10,2016.0,https://DOI.org/10.1039/c5ee02979a,tematdb,v1.1.6,True,True,True,0.9932885906040269,True,306.571,899.645,304.981,901.13,308.0,898.0,306.0,900.0,308.0,898.0,590.0,594.0,590.0,1.0489094504746876,1.025051616996496,1.7515932140950348,1.7295048643923698,0.0,0.0238578334781915,0.0220883497026649,0.0700737435934544,0.0304911482781779,0.025153636263524,True,True,True,True,0.0668062849102392,0.0683611853603797,0.0400057176686758,0.0405166501905581,True,False,False
10.1039/c5ee02979a,11,2016.0,https://DOI.org/10.1039/c5ee02979a,tematdb,v1.1.6,True,True,True,0.9966329966329966,True,307.339,898.14,304.989,898.453,308.0,898.0,306.0,898.0,308.0,898.0,590.0,592.0,590.0,0.815558869879145,0.7884499141619162,1.3901540867962467,1.3328187555491682,-1.0,0.0271089557172288,0.0573353312470785,0.0643308288943165,0.0358171976842651,0.029977241240907,True,True,True,True,0.0788794423924903,0.0815915224782503,0.0462760419908368,0.0482667494184608,True,False,False
10.1126/science.aaa4166,12,2015.0,https://DOI.org/10.1126/science.aaa4166,tematdb,v1.1.6,True,True,True,1.0,True,300.0,479.726,299.371,479.874,300.0,478.0,300.0,478.0,300.0,478.0,178.0,178.0,178.0,1.4336660698709345,1.411485930557123,1.85714,1.8468809745672865,0.0,0.0221801393138112,0.0102590254327135,0.0391107463869504,0.0252455223913715,0.0228147484947051,True,True,True,True,0.0272802343648067,0.0277089169224047,0.0210596650693811,0.0211766469661716,True,True,False
10.1038/ncomms10287,13,2016.0,https://DOI.org/10.1038/ncomms10287,tematdb,v1.1.6,True,True,True,0.9828571428571428,True,305.302,650.546,300.393346782615,649.925525392842,306.0,650.0,302.0,648.0,306.0,648.0,344.0,346.0,342.0,0.6634437201845014,0.6939007854459572,0.994876033057851,1.0765383897902807,-3.0,-0.0304570652614558,-0.0816623567324297,0.0906122482074854,0.0374744258666915,0.0286288365366614,True,True,True,True,0.1365786508345975,0.1305838674750175,0.0910789336526478,0.0841700110900249,True,False,False
10.1002/aenm.201100149,14,2011.0,https://DOI.org/10.1002/aenm.201100149,tematdb,v1.1.6,True,True,True,1.0,True,302.56179999999995,522.509,302.4057,523.681,304.0,522.0,304.0,522.0,304.0,522.0,218.0,218.0,218.0,0.9790948448188098,0.9664400515490976,1.0597071248237115,1.0576010395725826,0.0,0.012654793269712,0.0021060852511289,0.0204893522760394,0.0135015713079942,0.0126547932697122,True,True,True,True,0.0209268309239552,0.0212008517685057,0.0193349198057415,0.0193734229727307,True,True,False
10.1103/PhysRevLett.108.166601,15,2012.0,https://DOI.org/10.1103/PhysRevLett.108.166601,tematdb,v1.1.6,True,True,True,0.995967741935484,True,303.274,797.033,300.494,797.497,304.0,796.0,302.0,796.0,304.0,796.0,492.0,494.0,492.0,1.0186507825822646,1.0256278749224008,1.332909227742511,1.3654889218417423,-1.0,-0.0069770923401362,-0.0325796940992313,0.0328483053997927,0.0124497919228511,0.0096906212903451,True,True,True,True,0.0322468759279041,0.0320275084199306,0.0246440678150503,0.0240560760870089,True,True,False
10.1038/am.2016.67,16,2016.0,https://DOI.org/10.1038/am.2016.67,tematdb,v1.1.6,True,True,True,1.0,True,322.815,572.579,322.296,573.39,324.0,572.0,324.0,572.0,324.0,572.0,248.0,248.0,248.0,0.9873130418657856,0.983763753586022,1.1037112932259592,1.0914866963976666,0.0,0.0035492882797636,0.0122245968282925,0.0124519194249774,0.0048718837796247,0.0038734303031015,True,True,True,True,0.0126119264072986,0.0126574285539466,0.0112818628398579,0.0114082191437364,True,True,True
10.1038/nature09996,17,2011.0,https://DOI.org/10.1038/nature09996,tematdb,v1.1.6,True,True,True,0.9927272727272728,True,299.87,847.42,301.101,849.358,300.0,846.0,302.0,848.0,302.0,846.0,546.0,546.0,544.0,0.972075545507758,0.9656234347835578,1.7532852151114782,1.779639254918565,2.0,0.0064521107242001,-0.0263540398070867,0.0280844897039209,0.0082890286199371,0.0063453348954485,True,True,True,True,0.0288912624473555,0.02908430832586,0.016018209394491,0.015781001473361,True,True,False
10.1039/c0ee00456a,18,2011.0,https://DOI.org/10.1039/c0ee00456a,tematdb,v1.1.6,True,True,True,0.995575221238938,True,300.043,750.0,298.886,750.139,302.0,750.0,300.0,750.0,302.0,750.0,448.0,450.0,448.0,0.8231278321964098,0.8392139090593105,1.4853504206103132,1.552553372229571,-1.0,-0.0160860768629006,-0.0672029516192578,0.0672029516192578,0.019494085225067,0.014009198292673,True,True,True,True,0.0816433960687922,0.0800784530544623,0.0452438365295947,0.043285437281135,True,False,False
10.1126/science.1156446,19,2008.0,https://DOI.org/10.1126/science.1156446,tematdb,v1.1.6,True,True,True,1.0,True,299.6765,524.581,298.7254,524.429,300.0,524.0,300.0,524.0,300.0,524.0,224.0,224.0,224.0,1.2369748587418126,1.2348868767013508,1.4401192292268206,1.433829873015852,0.0,0.0020879820404617,0.0062893562109684,0.021136761330188,0.0101773204040893,0.0088072715162051,True,True,True,True,0.0170874623528624,0.0171163543227934,0.0146770912444076,0.0147414708871492,True,True,False
10.1038/nature08088,20,2009.0,https://DOI.org/10.1038/nature08088,tematdb,v1.1.6,True,True,True,0.9685863874345548,True,323.266219239373,693.50445259298,323.406720741599,705.793742757821,324.0,692.0,324.0,704.0,324.0,692.0,368.0,380.0,368.0,0.4490253209429312,0.4503618034835994,1.4665956521739154,1.4688272785491892,6.0,-0.0013364825406681,-0.0022316263752737,0.0948653090851225,0.0463506559928883,0.0341933418193128,True,True,True,True,0.211269397649803,0.210642439814675,0.0646840244920302,0.064585748420212,False,False,False
10.1038/nmat1154,21,2004.0,https://DOI.org/10.1038/nmat1154,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1038/35098012,22,2001.0,https://DOI.org/10.1038/35098012,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1073/pnas.1403601111,23,2014.0,https://DOI.org/10.1073/pnas.1403601111,tematdb,v1.1.6,True,True,True,0.9646017699115044,True,321.362,758.673,322.311,773.87,322.0,758.0,324.0,772.0,324.0,758.0,436.0,448.0,434.0,1.1210018581702508,1.046069338391968,2.008182502621461,1.935987177783733,8.0,0.0749325197782826,0.072195324837728,0.0744377132027536,0.0462375730075539,0.0425127340862562,True,True,True,True,0.0664028455084402,0.0711594446666224,0.0370672053489079,0.0384494866789189,True,False,False
10.1038/ncomms10892,24,2016.0,https://DOI.org/10.1038/ncomms10892,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1021/ja306527n,25,2012.0,https://DOI.org/10.1021/ja306527n,tematdb,v1.1.6,True,True,True,0.9936507936507936,True,303.361344537815,929.508196721311,300.898876404494,930.112359550561,304.0,928.0,302.0,930.0,304.0,928.0,624.0,628.0,624.0,0.5451543278960901,0.5423793966788647,1.3049976220672113,1.263356522037333,0.0,0.0027749312172253,0.0416411000298782,0.0783759909176434,0.0437200017201032,0.039260564228492,True,True,True,True,0.1437684466710909,0.1445039973818341,0.0600583400247811,0.0620379042261574,True,False,False
10.1021/ja301772w,26,2012.0,https://DOI.org/10.1021/ja301772w,tematdb,v1.1.6,True,True,True,1.0,True,303.903345724907,931.114551083591,303.098106712564,930.464716006884,304.0,930.0,304.0,930.0,304.0,930.0,626.0,626.0,626.0,0.6019369064742905,0.485424202732839,1.2189610389610304,1.0351524359506272,0.0,0.1165127037414515,0.1838086030104031,0.188516019217564,0.1253286517199826,0.1165127037414514,True,True,True,True,0.3131823571373185,0.3883531520601102,0.1546530308944441,0.1821142593790461,False,False,False
10.1038/nature13184,27,2014.0,https://DOI.org/10.1038/nature13184,tematdb,v1.1.6,True,True,True,0.9910979228486648,True,302.681,970.094,298.676,972.848,304.0,970.0,300.0,972.0,304.0,970.0,666.0,672.0,666.0,0.9576154382805216,0.9471712168781504,2.6167583726058967,2.6639105614414302,-1.0,0.010444221402371,-0.0471521888355335,0.2327284338114807,0.0561117875365105,0.0349571345541526,True,True,True,True,0.2430291163949529,0.2457089380086391,0.0889376857442586,0.0873634562586637,False,False,False
10.1126/science.aad3749,28,2015.0,https://DOI.org/10.1126/science.aad3749,tematdb,v1.1.6,True,True,True,0.9915254237288136,True,304.526748971193,772.839506172839,300.816326530612,773.061224489795,306.0,772.0,302.0,772.0,306.0,772.0,466.0,470.0,466.0,1.5410444719346854,1.506646524978219,2.046777863285042,2.008977221073179,-2.0,0.0343979469564663,0.037800642211863,0.078414244712794,0.0444648762658188,0.0413308825853007,True,True,True,True,0.0508838298575185,0.0520455484500106,0.0383110674193732,0.0390319232544138,True,False,False
10.1063/1.4807771,29,2013.0,https://DOI.org/10.1063/1.4807771,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1063/1.4807771,30,2013.0,https://DOI.org/10.1063/1.4807771,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1016/j.jssc.2006.12.010,31,2007.0,https://DOI.org/10.1016/j.jssc.2006.12.010,tematdb,v1.1.6,True,True,True,1.0,True,319.179986101459,504.663212435233,318.905472636815,504.975124378109,320.0,504.0,320.0,504.0,320.0,504.0,184.0,184.0,184.0,0.7471637982319813,0.746226088001313,0.8556263298321453,0.8543622602550182,0.0,0.0009377102306683,0.0012640695771271,0.0020121572356998,0.0010716158641039,0.000949415673826,True,True,True,True,0.0026930603978152,0.0026964445066362,0.0023516775554283,0.0023551569741612,True,True,True
10.1016/j.jallcom.2007.05.063,32,2008.0,https://DOI.org/10.1016/j.jallcom.2007.05.063,tematdb,v1.1.6,True,True,True,1.0,True,319.691,533.2265812650136,318.13,533.31,320.0,532.0,320.0,532.0,320.0,532.0,212.0,212.0,212.0,0.7568141634127707,0.7515941357054796,0.8630068051768766,0.8586792369204652,0.0,0.0052200277072911,0.0043275682564113,0.0121723475823525,0.005925905233217,0.0053303330988655,True,True,True,True,0.0160836677890152,0.0161953732793923,0.0141045789086886,0.0141756631102517,True,True,True
10.3938/jkps.66.1726,33,2015.0,https://DOI.org/10.3938/jkps.66.1726,tematdb,v1.1.6,True,True,True,1.0,True,322.943,522.747,323.131,523.067,324.0,522.0,324.0,522.0,324.0,522.0,198.0,198.0,198.0,0.6686425590159754,0.6806453545202674,0.7287410215128938,0.7433128012797604,0.0,-0.012002795504292,-0.0145717797668666,0.0214816608027224,0.0133043771544091,0.0120027955042921,True,True,True,True,0.0321272711601493,0.031560724920929,0.0294777707972657,0.0288998935115034,True,True,False
10.1063/1.3427427,34,2010.0,https://DOI.org/10.1063/1.3427427,tematdb,v1.1.6,True,True,True,1.0,True,302.9594,512.7439999999999,303.189,512.843,304.0,512.0,304.0,512.0,304.0,512.0,208.0,208.0,208.0,1.3769248256840247,1.37013716395176,1.8010877654145547,1.7840280627866432,0.0,0.0067876617322648,0.0170597026279115,0.0183978922637193,0.0081857142631069,0.007227488150255,True,True,True,True,0.0133615807635538,0.0134277740563258,0.0102148782624619,0.010312557659537,True,True,True
10.1039/c3ra23197f,35,2013.0,https://DOI.org/10.1039/c3ra23197f,tematdb,v1.1.6,True,True,True,0.9587628865979382,True,324.117,511.756,316.916,511.789,326.0,510.0,318.0,510.0,326.0,510.0,184.0,192.0,184.0,0.3097639040905994,0.330946660467033,0.4797684578281282,0.5268282452546417,-4.0,-0.0211827563764336,-0.0470597874265134,0.0470597874265134,0.0195857179513232,0.0144864170564525,True,True,True,True,0.151921469238551,0.1421974990172208,0.0980885397084026,0.0893266218172626,True,False,False
https://api.semanticscholar.org/CorpusID:137891673,36,2014.0,https://DOI.org/https://api.semanticscholar.org/CorpusID:137891673,tematdb,v1.1.6,True,True,True,1.0,True,301.296,400.312,300.675,400.745,302.0,400.0,302.0,400.0,302.0,400.0,98.0,98.0,98.0,1.2882797485579376,1.2810439060718068,1.4173684092180905,1.40855484916725,0.0,0.0072358424861307,0.0088135600508405,0.0097944051403553,0.0074909832681916,0.0072358424861308,True,True,True,True,0.0076027005402506,0.0076456435988903,0.0069102747575406,0.006953513486639,True,True,True
10.1002/aenm.201401391,37,2014.0,https://DOI.org/10.1002/aenm.201401391,tematdb,v1.1.6,True,True,True,1.0,True,300.228,500.0,300.286,500.874,302.0,500.0,302.0,500.0,302.0,500.0,198.0,198.0,198.0,0.9609767301786972,0.9573806600449868,1.2259229219562957,1.2284807006253835,0.0,0.0035960701337104,-0.0025577786690877,0.0114806028890706,0.0056503432865677,0.0047280449698364,True,True,True,True,0.0119468063362322,0.0119916803923437,0.0093648651831635,0.0093453669098962,True,True,True
10.1002/aenm.201500411,38,2015.0,https://DOI.org/10.1002/aenm.201500411,tematdb,v1.1.6,True,True,True,1.0,True,299.282,530.312,298.948,531.018,300.0,530.0,300.0,530.0,300.0,530.0,230.0,230.0,230.0,1.0175021356495573,1.0157013305788494,1.1868629728601252,1.1947101619217488,0.0,0.0018008050707079,-0.0078471890616236,0.0152358672284327,0.0055259161585043,0.0040647674287246,True,True,True,True,0.0149737938571562,0.0150003419014424,0.012837090360749,0.012752772776223,True,True,True
10.1007/s11664-012-2280-6,39,2013.0,https://DOI.org/10.1007/s11664-012-2280-6,tematdb,v1.1.6,True,True,True,0.9850746268656716,True,310.07,442.958,309.366,443.451,312.0,442.0,310.0,442.0,312.0,442.0,130.0,132.0,130.0,1.253003887991654,1.2444484903623465,1.4700610653643875,1.4631503760354267,-1.0,0.0085553976293075,0.0069106893289607,0.0115000082758465,0.0060900301849439,0.0055271966220352,True,True,True,True,0.0091779509912607,0.0092410480344574,0.0078228099136793,0.007859758275159,True,True,True
10.1039/c3ta12623d,40,2013.0,https://DOI.org/10.1039/c3ta12623d,tematdb,v1.1.6,True,True,True,0.978021978021978,True,300.0,479.094,301.141,480.803,300.0,478.0,302.0,480.0,302.0,478.0,178.0,178.0,176.0,0.7399642290871248,0.753275399985738,0.7999155466620063,0.8031725432310417,2.0,-0.0133111708986132,-0.0032569965690354,0.0254905174213183,0.0153604701494622,0.0139745292345897,True,True,True,True,0.0344483103632798,0.033839572381895,0.0318665108181589,0.0317372868833063,True,True,False
10.1002/adfm.201402663,41,2015.0,https://DOI.org/10.1002/adfm.201402663,tematdb,v1.1.6,True,True,True,1.0,True,298.396,472.765,298.022,472.995,300.0,472.0,300.0,472.0,300.0,472.0,172.0,172.0,172.0,0.4806436583943353,0.480766232486687,0.7658911611022788,0.761234637170931,0.0,-0.0001225740923516,0.0046565239313478,0.0060982983720656,0.0018956794751381,0.0013391323383856,True,True,True,True,0.0126877745405774,0.0126845397201113,0.0079623563787952,0.008011062653073,True,True,True
10.1063/1.1863440,42,2005.0,https://DOI.org/10.1063/1.1863440,tematdb,v1.1.6,True,True,True,0.99,True,308.446,507.798,307.771,507.904,310.0,506.0,308.0,506.0,310.0,506.0,196.0,198.0,196.0,0.8990364829954445,0.8894639254340285,1.0087684735481304,1.0062136136574136,-1.0,0.0095725575614159,0.0025548598907167,0.0237595223793359,0.0132099880210341,0.0117356608163503,True,True,True,True,0.0264277621973394,0.0267121821357084,0.0235529985347052,0.0236128015531157,True,True,False
10.3365/eml.2010.12.201,43,2010.0,https://DOI.org/10.3365/eml.2010.12.201,tematdb,v1.1.6,True,True,True,1.0,True,322.923,572.727,322.826,573.098,324.0,572.0,324.0,572.0,324.0,572.0,248.0,248.0,248.0,0.9247596717170136,0.905696757850272,1.203484218304843,1.1775443677562167,0.0,0.0190629138667416,0.0259398505486263,0.0275824230393739,0.0199046216237782,0.0190629138667416,True,True,True,True,0.0298265850933587,0.030454368750135,0.0229188074258463,0.0234236804953104,True,True,False
10.1007/s11664-012-2356-3,44,2012.0,https://DOI.org/10.1007/s11664-012-2356-3,tematdb,v1.1.6,True,True,True,0.9801980198019802,True,321.158,520.256,319.265,519.368,322.0,520.0,320.0,518.0,322.0,518.0,198.0,198.0,196.0,1.0714299515401864,1.064179859592569,1.229782129718048,1.222780068300915,-2.0,0.007250091947617,0.0070020614171331,0.0173465306773747,0.0098975825872132,0.0083039591519303,True,True,True,True,0.0161900744443806,0.0163003749046858,0.014105368957794,0.0141861411770296,True,True,True
10.1039/c3ce40643a,45,2013.0,https://DOI.org/10.1039/c3ce40643a,tematdb,v1.1.6,True,True,True,0.9651162790697676,True,298.947,464.561,296.842,468.772,300.0,464.0,298.0,468.0,300.0,464.0,164.0,170.0,164.0,0.2175158243581148,0.2176546842381343,0.2440548572415579,0.2420345674187199,1.0,-0.0001388598800194,0.002020289822838,0.0049006702917859,0.0020878801245072,0.0016872397322939,True,True,True,True,0.0225301782352974,0.0225158043758166,0.0200801997844912,0.0202478114760682,True,True,True
10.1021/nl101156v,46,2010.0,https://DOI.org/10.1021/nl101156v,tematdb,v1.1.6,True,True,True,0.9912280701754386,True,297.7979,523.636,296.6242,525.497,298.0,522.0,298.0,524.0,298.0,522.0,224.0,226.0,224.0,0.8959569829391736,0.8914907554251311,1.0362489636752927,1.0475391524151654,1.0,0.0044662275140424,-0.0112901887398726,0.019582733532695,0.0113422249251194,0.0103342413714753,True,True,True,True,0.0218567787355751,0.021966277735944,0.0188977110898527,0.0186940349556824,True,True,True
10.1007/s11664-013-2822-6,47,2013.0,https://DOI.org/10.1007/s11664-013-2822-6,tematdb,v1.1.6,True,True,True,0.99009900990099,True,323.692,522.868,321.45,523.71,324.0,522.0,322.0,522.0,324.0,522.0,198.0,200.0,198.0,0.8324753720033083,0.8341205552998988,0.8919583748760265,0.8956184958703047,-1.0,-0.0016451832965904,-0.0036601209942782,0.0067128342465897,0.0024195924077701,0.0020860405897601,True,True,True,True,0.0080637031104423,0.0080477986112885,0.0075259501291445,0.0074951938549087,True,True,True
10.3938/jkps.64.1416,48,2014.0,https://DOI.org/10.3938/jkps.64.1416,tematdb,v1.1.6,True,True,True,1.0,True,322.608,523.132,322.611,522.93,324.0,522.0,324.0,522.0,324.0,522.0,198.0,198.0,198.0,0.5621439390767752,0.5648149689167531,0.596997682,0.602648867824875,0.0,-0.0026710298399779,-0.005651185824875,0.008566377413107,0.0041566143729907,0.0035770588817151,True,True,True,True,0.0152387614943885,0.0151666968556735,0.0143490966068894,0.0142145416186136,True,True,True
10.3938/jkps.65.696,49,2014.0,https://DOI.org/10.3938/jkps.65.696,tematdb,v1.1.6,True,True,True,1.0,True,322.75,522.767,322.202,523.168,324.0,522.0,324.0,522.0,324.0,522.0,198.0,198.0,198.0,1.0687699010048626,1.0772643788200775,1.137301694255112,1.1773468435826435,0.0,-0.0084944778152149,-0.0400451493275315,0.0400451493275315,0.0170398252817738,0.0127149172281329,True,True,True,True,0.0374684478762743,0.0371730005325088,0.0352106653228539,0.0340130434338915,True,True,False
10.1007/s11664-014-3485-7,50,2014.0,https://DOI.org/10.1007/s11664-014-3485-7,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.3938/jkps.64.1692,51,2014.0,https://DOI.org/10.3938/jkps.64.1692,tematdb,v1.1.6,True,True,True,0.99009900990099,True,322.861,522.345,321.687,522.443,324.0,522.0,322.0,522.0,324.0,522.0,198.0,200.0,198.0,0.8360211355388261,0.8411048198209602,0.9016736216322362,0.8952185918305435,-1.0,-0.0050836842821341,0.0064550298016926,0.0261640769658458,0.0135799983348326,0.011231570443934,True,True,True,True,0.031295951565845,0.0311067970950579,0.0290172367674268,0.0292264673730083,True,True,False
10.1002/aenm.201100338,52,2011.0,https://DOI.org/10.1002/aenm.201100338,tematdb,v1.1.6,True,True,True,1.0,True,303.1442,422.846,302.8046,423.011,304.0,422.0,304.0,422.0,304.0,422.0,118.0,118.0,118.0,0.4317268591111388,0.4322189595305899,0.4523817485497213,0.4522061755362058,0.0,-0.000492100419451,0.0001755730135155,0.0016848425047581,0.0007497597531391,0.0006037830091552,True,True,True,True,0.0039025658682136,0.0038981226242088,0.0037243821399947,0.0037258281640236,True,True,True
10.1063/1.4749806,53,2012.0,https://DOI.org/10.1063/1.4749806,tematdb,v1.1.6,True,True,True,0.990909090909091,True,307.27,525.887,307.009,526.635,308.0,524.0,308.0,526.0,308.0,524.0,216.0,218.0,216.0,0.8136465547493802,0.846160917472273,0.869643,0.904710631660691,1.0,-0.0325143627228927,-0.0350676316606909,0.049472567075196,0.0319049421718241,0.031303210613278,True,True,True,True,0.0608035107952182,0.0584670906604679,0.0568883634723629,0.0546833046323154,True,True,False
10.1002/adma.201203764,54,2013.0,https://DOI.org/10.1002/adma.201203764,tematdb,v1.1.6,True,True,True,1.0,True,305.393,479.341,304.462,479.716,306.0,478.0,306.0,478.0,306.0,478.0,172.0,172.0,172.0,0.6447689311560741,0.64106446313478,0.7056697185332012,0.7029108346307648,0.0,0.003704468021294,0.0027588839024363,0.007924114840372,0.004501598200861,0.0038478363729274,True,True,True,True,0.0122898521586082,0.0123608705458783,0.0112292119560451,0.0112732859560125,True,True,True
10.3390/ma8030959,55,2015.0,https://DOI.org/10.3390/ma8030959,tematdb,v1.1.6,True,True,True,0.9782608695652174,True,302.305,483.954,302.693,486.858,304.0,482.0,304.0,486.0,304.0,482.0,178.0,182.0,178.0,0.9480567707016048,0.9480570236235824,1.0972052279544091,1.0914872882080822,2.0,-2.5292197780579784e-07,0.0057179397463269,0.0292117440641269,0.0131414635243692,0.0094926248921923,True,True,True,True,0.0308122308356164,0.0308122226155514,0.0266237740396008,0.0267632471579989,True,True,False
10.1063/1.4916947,56,2015.0,https://DOI.org/10.1063/1.4916947,tematdb,v1.1.6,True,True,True,0.9836065573770492,True,84.0906,324.735,82.8027,327.675,86.0,324.0,84.0,326.0,86.0,324.0,238.0,242.0,238.0,0.5926778501954714,0.6019059091874792,0.9625348227313166,0.9577813743639756,0.0,-0.0092280589920078,0.004753448367341,0.047882275686541,0.0156987093738698,0.0097887057245543,True,True,True,True,0.0807897168263483,0.0795510975314695,0.0497460191109438,0.049992907534183,True,True,False
10.1063/1.4916947,57,2015.0,https://DOI.org/10.1063/1.4916947,tematdb,v1.1.6,True,True,True,0.9921259842519684,True,84.0541,337.772,85.0543,339.402,86.0,336.0,86.0,338.0,86.0,336.0,250.0,252.0,250.0,0.5382452237287405,0.5433660059058043,1.0283408932076197,1.0436403740199736,1.0,-0.0051207821770637,-0.0152994808123538,0.0296200276542202,0.0132739407143566,0.0103437977731179,True,True,True,True,0.0550307301363956,0.0545121103129057,0.0288037049288479,0.0283814505375329,True,True,False
